image name,label
#surgical_mask#_161.jpg,3
#surgical_mask#_169.jpg,3
#surgical_mask#_18.jpg,3
#surgical_mask#_19.jpg,3
#surgical_mask#_20.jpeg,3
#surgical_mask#_21.jpg,3
#surgical_mask#_212.jpg,3
#surgical_mask#_277.jpg,3
#surgical_mask#_3.jpg,3
#surgical_mask#_440.jpg,3
#surgical_mask#_455.jpg,3
#surgical_mask#_6.jpg,3
#surgical_mask#_71.jpg,3
#surgical_mask#_75.jpg,3
#surgical_mask#_77.jpg,3
#surgical_mask#_78.jpg,3
#surgical_mask#_79.jpg,3
#surgical_mask#_83.jpg,3
#surgical_mask#_87.jpg,3
#surgical_mask#_9.jpg,3
#surgical_mask2#_0.jpg,3
#surgical_mask2#_111.jpg,3
#surgical_mask2#_117.jpg,3
#surgical_mask2#_123.jpg,3
#surgical_mask2#_13.jpg,3
#surgical_mask2#_132.jpg,3
#surgical_mask2#_14.jpg,3
#surgical_mask2#_147.jpg,3
#surgical_mask2#_158.jpg,3
#surgical_mask2#_18.jpg,3
#surgical_mask2#_180.jpg,3
#surgical_mask2#_183.jpg,3
#surgical_mask2#_184.jpg,3
#surgical_mask2#_23.jpg,3
#surgical_mask2#_27.jpg,3
#surgical_mask2#_31.jpg,3
#surgical_mask2#_32.jpg,3
#surgical_mask2#_41.jpg,3
#surgical_mask2#_43.jpg,3
#surgical_mask2#_53.jpg,3
#surgical_mask2#_94.jpg,3
#surgical_mask2#_96.jpg,3
#surgical_mask2#_97.jpg,3
0027.jpg,3
0100.jpg,3
0131.jpg,3
0164.jpg,3
0170.jpg,3
0190.jpg,3
0206.jpg,3
0211.jpg,3
0240.jpg,3
0257.jpg,3
0273.jpg,3
0286.jpg,3
0295.jpg,3
0300.jpg,3
0342.jpg,3
0545.jpg,3
0558.jpg,3
0561.jpg,3
0577.jpg,3
0582.jpg,3
0629.jpg,3
0646.jpg,3
0763.jpg,3
0769.jpg,3
0780.jpg,3
0782.jpg,3
0791.jpg,3
0813.jpg,3
0824.jpg,3
0831.jpg,3
0837.jpg,3
0847.jpg,3
0849.jpg,3
0911.jpg,3
0950.jpg,3
0953.jpg,3
0954.jpg,3
0989.jpg,3
1035.jpeg,3
1039.jpg,3
1087.jpg,3
1195.jpg,3
1234.jpg,3
1236.jpg,3
1246.jpg,3
1264.jpg,3
1280.jpg,3
1291.jpg,3
1294.jpg,3
1346.jpg,3
1361.jpg,3
1364.jpg,3
1369.jpg,3
1383.jpg,3
1439.jpg,3
1456.jpg,3
1462.jpg,3
1473.jpg,3
1554.jpg,3
1568.jpg,3
1569.jpg,3
1574.jpg,3
1583.jpg,3
1626.jpg,3
1635.jpg,3
1637.jpg,3
1642.jpg,3
1843.jpg,3
1885.jpg,3
1891.jpg,3
1899.jpeg,3
1954.jpg,3
2114.jpeg,3
4994.jpg,3
5016.jpg,3
5020.jpg,3
5067.jpg,3
5154.jpeg,3
5167.jpg,3
5186.jpg,3
5221.jpeg,3
5635.jpg,3
new100.jpeg,3
new101.jpeg,3
new102.jpeg,3
new103.jpeg,3
new104.jpeg,3
new105.jpeg,3
new106.jpeg,3
new107.jpeg,3
new108.jpeg,3
new109.jpeg,3
new188.jpeg,3
new99.jpeg,3
train_00000422.jpg,3
train_00000618.jpg,3
train_00000619.jpg,3
train_00000660.jpg,3
train_00000710.jpg,3
train_00000881.jpg,3
train_00001180.jpg,3
train_00001223.jpg,3
train_00001515.jpg,3
train_00001963.jpg,3
train_00002132.jpg,3
train_00002452.jpg,3
train_00002471.jpg,3
train_00002475.jpg,3
train_00002485.jpg,3
train_00002516.jpg,3
train_00014226.jpg,3
train_00014240.jpg,3
train_00014269.jpg,3
train_00015608.jpg,3
train_00016459.jpg,3
train_00018215.jpg,3
train_00019388.jpg,3
train_00020517.jpg,3
train_00023298.jpg,3
train_00023586.jpg,3
train_00023763.jpg,3
train_00023765.jpg,3
train_00023846.jpg,3
train_00024221.jpg,3
train_00024247.jpg,3
train_00024860.jpg,3
train_00025645.jpg,3
#NMAM#_126.jpg,4
#NMAM#_128.jpg,4
#NMAM#_132.jpg,4
#NMAM#_135.jpg,4
#NMAM#_22.jpg,4
#NMAM#_34.jpg,4
#NMAM#_35.jpg,4
#NMAM#_39.jpg,4
#NMAM#_42.jpg,4
#NMAM#_55.jpg,4
#NMAM#_57.jpg,4
#NMAM#_59.jpg,4
#NMAM#_73.jpeg,4
#NMAM#_75.jpg,4
#NMAM#_92.jpg,4
#NMAM#_96.jpg,4
18_0_3_20170104230248073.jpg,4
19_0_3_20170104214230141.jpg,4
1_0_0_20161219194756275.jpg,4
1_0_2_20161219201312292.jpg,4
1_0_3_20161219224706847.jpg,4
1_1_0_20161219205428229.jpg,4
1_1_3_20161219225008799.jpg,4
1_1_4_20170103212653844.jpg,4
20_0_0_20170105161706251.jpg,4
21_0_0_20170103223223127.jpg,4
21_0_4_20170103210434754.jpg,4
21_0_4_20170103223143358.jpg,4
22_0_0_20170104003948607.jpg,4
22_0_0_20170104230045815.jpg,4
22_0_0_20170110231835011.jpg,4
22_0_4_20170103210108168.jpg,4
22_1_3_20170104232533912.jpg,4
22_1_4_20170103180220911.jpg,4
22_1_4_20170103212717246.jpg,4
22_1_4_20170103223216583.jpg,4
22_1_4_20170103224814016.jpg,4
22_1_4_20170103225112465.jpg,4
22_1_4_20170103233803763.jpg,4
23_1_0_20170103223610503.jpg,4
23_1_1_20170102233446754.jpg,4
23_1_3_20170104220147782.jpg,4
23_1_4_20170103223600551.jpg,4
23_1_4_20170103223618431.jpg,4
24_0_0_20170104230201657.jpg,4
24_1_0_20170103225156008.jpg,4
24_1_3_20170104215645565.jpg,4
24_1_3_20170104222401271.jpg,4
24_1_3_20170104231426665.jpg,4
24_1_3_20170104234822506.jpg,4
24_1_4_20170102233433610.jpg,4
24_1_4_20170103224843361.jpg,4
24_1_4_20170103224910931.jpg,4
24_1_4_20170104005617062.jpg,4
25_0_0_20170104214616710.jpg,4
25_0_3_20170104214432805.jpg,4
25_1_0_20170104165326705.jpg,4
25_1_1_20170103230312265.jpg,4
25_1_2_20161219194224315.jpg,4
25_1_3_20170104231305129.jpg,4
25_1_3_20170104231357826.jpg,4
25_1_3_20170104231501635.jpg,4
25_1_3_20170104232046530.jpg,4
25_1_4_20170103224747408.jpg,4
25_1_4_20170103225922392.jpg,4
26_0_0_20170104165824281.jpg,4
26_0_0_20170104230421569.jpg,4
26_0_1_20170103180959080.jpg,4
26_0_1_20170105183906447.jpg,4
26_0_2_20161219191301043.jpg,4
26_0_3_20170104214717941.jpg,4
26_0_3_20170104232129634.jpg,4
26_0_4_20170103224832945.jpg,4
26_1_0_20170105163517523.jpg,4
26_1_2_20170103181524137.jpg,4
26_1_2_20170104022244853.jpg,4
26_1_3_20170104215629245.jpg,4
26_1_3_20170104232150859.jpg,4
26_1_3_20170104232420017.jpg,4
26_1_3_20170104232550697.jpg,4
26_1_4_20170103225002166.jpg,4
26_1_4_20170103225117416.jpg,4
26_1_4_20170103225125224.jpg,4
26_1_4_20170103225204177.jpg,4
27_0_0_20170104171511929.jpg,4
27_0_0_20170105164657988.jpg,4
27_0_2_20161219194038690.jpg,4
27_0_2_20170104011250152.jpg,4
27_0_2_20170104192852607.jpg,4
27_0_4_20170103235026964.jpg,4
27_1_3_20170104231620409.jpg,4
27_1_4_20170103223631359.jpg,4
27_1_4_20170103230157624.jpg,4
27_1_4_20170103230450385.jpg,4
28_0_0_20170105162616443.jpg,4
28_0_2_20161219192654931.jpg,4
28_0_2_20170107212142294.jpg,4
28_0_3_20170104194548120.jpg,4
28_0_3_20170104220237582.jpg,4
28_0_3_20170104232432992.jpg,4
28_1_0_20170103182323771.jpg,4
28_1_0_20170105000649036.jpg,4
28_1_0_20170105162423130.jpg,4
28_1_0_20170105162552899.jpg,4
28_1_1_20170105003322373.jpg,4
28_1_1_20170109132733613.jpg,4
28_1_2_20170105162418251.jpg,4
28_1_3_20170104220307950.jpg,4
28_1_4_20170103225940625.jpg,4
29_0_0_20170104165947522.jpg,4
29_0_0_20170104235501676.jpg,4
29_1_0_20170103181717184.jpg,4
29_1_1_20170103181030152.jpg,4
29_1_1_20170103183648691.jpg,4
29_1_3_20170104232728113.jpg,4
29_1_3_20170109141114301.jpg,4
29_1_4_20170104165318736.jpg,4
29_1_4_20170104165735505.jpg,4
2_1_4_20170103210830609.jpg,4
2_1_4_20170103210839634.jpg,4
30_0_0_20170104201459001.jpg,4
30_0_0_20170104201611041.jpg,4
30_0_0_20170105164559132.jpg,4
30_0_0_20170105170132300.jpg,4
30_0_3_20170104220333766.jpg,4
30_1_0_20170104185704638.jpg,4
30_1_3_20170104214339133.jpg,4
30_1_3_20170104215635846.jpg,4
30_1_3_20170104231521681.jpg,4
30_1_3_20170104231945705.jpg,4
30_1_4_20170103213106156.jpg,4
30_1_4_20170103230515409.jpg,4
31_0_0_20170105163411563.jpg,4
31_0_0_20170105173759693.jpg,4
31_0_4_20170103235207122.jpg,4
31_1_0_20170103163445702.jpg,4
31_1_0_20170103182729649.jpg,4
31_1_0_20170109132941538.jpg,4
31_1_2_20161219201356940.jpg,4
31_1_2_20170109003538257.jpg,4
31_1_3_20170109132020731.jpg,4
32_0_0_20170104165226793.jpg,4
32_0_0_20170104202215275.jpg,4
32_0_0_20170104203059659.jpg,4
32_0_2_20170105162228515.jpg,4
32_0_4_20170105163336092.jpg,4
32_1_0_20170103180822745.jpg,4
32_1_0_20170104165907161.jpg,4
32_1_0_20170105002717213.jpg,4
32_1_0_20170108224936101.jpg,4
32_1_3_20170109142352309.jpg,4
33_0_2_20170109002851300.jpg,4
34_0_0_20170104170338177.jpg,4
34_0_0_20170104181316780.jpg,4
34_0_2_20170104202320617.jpg,4
34_1_0_20170104174537956.jpg,4
34_1_0_20170105164257004.jpg,4
34_1_0_20170109004755204.jpg,4
34_1_2_20170104172537171.jpg,4
35_0_0_20170104181243711.jpg,4
35_0_0_20170105163947659.jpg,4
35_0_0_20170105164824674.jpg,4
35_0_1_20170108224707492.jpg,4
35_0_3_20170104220303838.jpg,4
35_1_4_20170109003348401.jpg,4
36_0_0_20170104201829601.jpg,4
36_0_0_20170105170234235.jpg,4
36_0_0_20170108235343740.jpg,4
36_0_3_20170105180749864.jpg,4
37_0_3_20170104232806122.jpg,4
37_0_4_20170104205837940.jpg,4
38_0_0_20170105163932764.jpg,4
38_0_2_20170105170207172.jpg,4
38_0_4_20170103230436562.jpg,4
39_0_0_20170104183807637.jpg,4
39_0_0_20170104204804020.jpg,4
3_0_0_20170103210954356.jpg,4
3_1_2_20161219160306229.jpg,4
3_1_2_20161219191000844.jpg,4
3_1_2_20161219192632514.jpg,4
